Id,TipoDeClaseMS,ZonificaciónMS,FrenteLote,ÁreaLote,Calle,Callejón,FormaLote,ContornoTerreno,Servicios,ConfiguraciónLote,PendienteTerreno,Vecindario,Condición1,Condición2,TipoEdificio,EstiloCasa,CalidadGeneral,CondiciónGeneral,AñoConstrucción,AñoRenovación,EstiloTecho,MaterialTecho,Exterior1,Exterior2,TipoRevestimientoMampostería,ÁreaRevestimientoMampostería,CalidadExterior,CondiciónExterior,Cimentación,CalidadSótano,CondiciónSótano,ExposiciónSótano,TipoAcabadoSótano1,MetrosAcabadosSótano1,TipoAcabadoSótano2,MetrosAcabadosSótano2,MetrosNoAcabadosSótano,MetrosTotalesSótano,Calefacción,CalidadCalefacción,AireAcondicionadoCentral,Eléctrico,Metros1raPlanta,Metros2daPlanta,MetrosBajaCalidad,MetrosHabitables,BañosCompletosSótano,MediosBañosSótano,BañosCompletos,MediosBaños,DormitoriosSobreSuelo,CocinasSobreSuelo,CalidadCocina,TotalHabitacionesSobreSuelo,Funcionalidad,Chimeneas,CalidadChimenea,TipoGaraje,AñoConstrucciónGaraje,AcabadoGaraje,CochesGaraje,ÁreaGaraje,CalidadGaraje,CondiciónGaraje,EntradaPavimentada,MetrosDeckMadera,MetrosPorcheAbierto,MetrosPorcheCerrado,MetrosPorche3Estaciones,MetrosPorcheMalla,ÁreaPiscina,CalidadPiscina,Cerca,CaracterísticaExtra,ValorExtra,MesVenta,AñoVenta,TipoVenta,CondiciónVenta,PrecioVenta
1330,60,RL,63.0,9084,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,86.864305,86.864305,GasA,Gd,Y,SBrkr,88.722365,62.895331,0.0,151.617696,0,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1998.0,Fin,2,462,TA,TA,Y,0.0,2.601284,0.0,0.0,0.0,0,,,,0,6,2006,WD,Normal,176500
1331,20,RL,85.0,10000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0.0,Unf,0.0,147.529964,147.529964,GasA,Ex,Y,SBrkr,147.529964,0.0,0.0,147.529964,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,825,TA,TA,Y,13.378032,4.180635,0.0,0.0,0.0,0,,,,0,12,2007,WD,Normal,227000
1332,80,RL,55.0,10780,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,44.872149,Unf,0.0,39.762484,84.634633,GasA,Gd,Y,SBrkr,88.629462,0.0,0.0,88.629462,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1976.0,Unf,2,576,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,7,2006,WD,Normal,132500
1333,20,RL,67.0,8877,Pave,,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,64.10307,Unf,0.0,11.705778,75.808848,GasA,Ex,Y,SBrkr,75.808848,0.0,0.0,75.808848,1,0,1,0,2,1,TA,3,Typ,1,Gd,Detchd,1958.0,Unf,1,288,Fa,Fa,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,5,2009,WD,Normal,100000
1334,50,RM,60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,74.601109,74.601109,GasA,Ex,Y,SBrkr,74.601109,51.746971,0.0,126.34808,0,0,1,1,2,1,Gd,6,Typ,0,,Detchd,1951.0,Unf,1,297,TA,TA,Y,0.0,6.038695,17.65157,0.0,0.0,0,,MnPrv,,0,7,2006,WD,Normal,125500
1335,160,RM,24.0,2368,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,,312.0,TA,TA,CBlock,TA,TA,No,LwQ,71.070795,Unf,0.0,0.0,71.070795,GasA,TA,Y,SBrkr,71.070795,55.7418,0.0,126.812595,0,0,1,1,3,1,TA,7,Min1,0,,Attchd,1970.0,Unf,2,440,TA,TA,Y,0.0,3.344508,0.0,0.0,0.0,0,,,,0,5,2009,WD,Normal,125000
1336,20,RL,80.0,9650,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,63.731457999999996,Unf,0.0,61.687592,125.41905,GasA,TA,Y,SBrkr,123.932602,0.0,0.0,123.932602,0,1,2,0,2,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2,630,TA,TA,Y,0.0,1.486448,0.0,0.0,0.0,0,,,,0,4,2009,WD,Normal,167900
1337,90,RL,87.0,9246,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,5,5,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,564.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,153.847368,153.847368,GasA,TA,Y,SBrkr,153.847368,0.0,0.0,153.847368,0,0,2,0,4,2,TA,8,Typ,0,,Detchd,1973.0,Unf,2,506,TA,TA,Y,0.0,19.602533,0.0,0.0,0.0,0,,,,0,11,2008,WD,Normal,135000
1338,30,RM,153.0,4118,Pave,Grvl,IR1,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,64.381779,64.381779,Grav,Fa,N,FuseA,64.381779,0.0,0.0,64.381779,0,0,1,0,2,1,Fa,4,Typ,0,,,,,0,0,,,N,0.0,1.85806,0.0,0.0,0.0,0,,,,0,3,2006,WD,Normal,52500
1339,60,RL,95.0,13450,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,65.0321,Unf,0.0,20.067048,85.099148,GasA,Ex,Y,SBrkr,85.47076,87.421723,0.0,172.892483,1,0,2,1,3,1,Gd,8,Typ,0,,BuiltIn,2002.0,RFn,2,492,TA,TA,Y,13.563838,8.454173,0.0,0.0,0.0,0,,,,0,6,2006,WD,Normal,200000
1340,20,RL,120.0,9560,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,33.44508,Unf,0.0,46.823112,80.268192,GasA,Ex,Y,SBrkr,80.268192,0.0,0.0,80.268192,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1972.0,RFn,1,288,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,6,2006,WD,Normal,128500
1341,20,RL,70.0,8294,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,79.710774,79.710774,GasA,TA,Y,SBrkr,81.011416,0.0,0.0,81.011416,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1974.0,Unf,4,480,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,GdWo,,0,6,2007,WD,Normal,123000
1342,20,RL,66.0,13695,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,75.623042,Unf,0.0,27.8709,103.493942,GasA,Ex,Y,SBrkr,103.493942,0.0,0.0,103.493942,1,0,1,0,3,1,Gd,6,Typ,0,,Detchd,2004.0,Unf,2,576,TA,TA,Y,0.0,7.246434,0.0,0.0,0.0,0,,,,0,7,2008,WD,Normal,155000
1343,60,RL,,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,149.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,119.287452,119.287452,GasA,Ex,Y,SBrkr,119.287452,82.219155,0.0,201.506607,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,647,TA,TA,Y,17.837376,8.082561,0.0,0.0,0.0,0,,,,0,8,2007,WD,Normal,228500
1344,50,RL,57.0,7558,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,83.241088,83.241088,GasA,Gd,Y,SBrkr,108.882316,68.841123,0.0,177.72343899999998,0,0,1,1,3,1,TA,9,Typ,1,TA,Detchd,1929.0,Unf,2,342,Fa,Fa,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,3,2009,WD,Normal,177000
1345,60,RL,85.0,11103,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,67.633384,67.633384,GasA,Ex,Y,SBrkr,67.633384,67.633384,0.0,135.266768,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,2006.0,Fin,2,440,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,7,2007,New,Partial,155835
1346,30,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,ALQ,23.22575,Unf,0.0,65.96113,89.18688,GasA,Gd,Y,FuseA,89.18688,0.0,0.0,89.18688,0,0,1,0,2,1,Fa,5,Typ,0,,Detchd,1997.0,Unf,1,308,TA,TA,Y,0.0,0.0,15.607704,0.0,0.0,0,,,,0,7,2007,WD,Normal,108500
1347,20,RL,,20781,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,7,7,1968,2003,Hip,CompShg,BrkFace,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,27.592191,Rec,6.317404,111.762309,145.671904,GasA,TA,Y,SBrkr,200.298868,0.0,0.0,200.298868,0,0,2,0,3,1,TA,9,Typ,1,Gd,Attchd,1968.0,RFn,2,508,Gd,TA,Y,0.0,7.43224,0.0,26.94187,0.0,0,,,,0,6,2006,WD,Normal,262500
1348,20,RL,93.0,15306,Pave,,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,7.43224,Unf,0.0,153.475756,160.907996,GasA,Ex,Y,SBrkr,164.99572799999999,0.0,0.0,164.99572799999999,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,3,712,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,5,2007,New,Partial,283463
1349,20,RL,,16196,Pave,,IR3,Low,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,134.059029,Unf,0.0,3.623217,137.682246,GasA,Ex,Y,SBrkr,138.797082,0.0,0.0,138.797082,1,0,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1998.0,RFn,2,514,TA,TA,Y,37.347006,2.322575,0.0,0.0,0.0,0,,,,0,8,2007,WD,Normal,215000
1350,70,RM,50.0,5250,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,24.061877,Unf,0.0,39.483775,63.545652,OthW,Fa,N,SBrkr,87.143014,112.877145,19.045115,219.065274,0,0,2,0,4,1,TA,8,Typ,0,,,,,0,0,,,Y,0.0,5.016762,1.85806,0.0,0.0,0,,,,0,12,2008,WD,Normal,122000
1351,90,RL,91.0,11643,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,TA,TA,CBlock,TA,TA,No,LwQ,46.4515,Unf,0.0,69.491444,115.942944,GasA,TA,Y,SBrkr,124.304214,120.402288,0.0,244.706502,1,1,2,2,6,2,TA,12,Typ,0,,Detchd,1969.0,Unf,4,968,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,8,2009,WD,Normal,200000
1352,60,RL,70.0,9247,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318.0,TA,TA,CBlock,TA,TA,No,Rec,29.636057,Unf,0.0,50.074717,79.710774,GasA,Ex,Y,SBrkr,79.710774,79.710774,0.0,159.421548,0,0,1,1,4,1,TA,8,Typ,1,Gd,Attchd,1962.0,Fin,2,490,TA,TA,Y,0.0,7.803852,0.0,0.0,11.14836,0,,,,0,3,2008,WD,Normal,171000
1353,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,64.846294,64.846294,GasA,TA,Y,SBrkr,73.021758,36.232169999999996,0.0,109.253928,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1999.0,Unf,2,624,TA,TA,N,19.50963,0.0,0.0,0.0,0.0,0,,,,0,7,2009,WD,Normal,134900
1354,50,RL,56.0,14720,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579.0,Gd,TA,PConc,Gd,TA,Av,GLQ,75.808848,Unf,0.0,113.062951,188.871799,GasA,Ex,Y,SBrkr,190.729859,110.09005499999999,0.0,300.819914,1,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1996.0,Fin,3,666,TA,TA,Y,26.291549,7.989658,0.0,0.0,0.0,0,,,,0,3,2010,WD,Normal,410000
1355,60,RL,,10316,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,68.283705,Unf,0.0,23.876071,92.159776,GasA,Ex,Y,SBrkr,92.159776,81.104319,0.0,173.264095,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000.0,RFn,3,839,TA,TA,Y,0.0,17.094152,0.0,0.0,0.0,0,,,,0,6,2008,WD,Normal,235000
1356,80,RL,102.0,10192,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1968,1992,Gable,CompShg,MetalSd,MetalSd,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,52.95471,52.95471,GasA,Gd,Y,SBrkr,113.527466,64.846294,0.0,178.37376,0,0,3,0,4,1,Gd,8,Typ,1,TA,Attchd,1968.0,RFn,2,487,TA,TA,Y,0.0,9.104494,0.0,0.0,0.0,0,,GdPrv,,0,9,2006,WD,Normal,170000
1357,20,RL,,9477,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,65.0,TA,TA,CBlock,TA,TA,No,Rec,31.58702,Unf,0.0,48.681172,80.268192,GasA,TA,Y,SBrkr,82.869476,0.0,0.0,82.869476,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1966.0,RFn,1,264,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,GdWo,,0,10,2008,WD,Normal,110000
1358,20,RL,,12537,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1971,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,68.190802,Unf,0.0,31.958632,100.149434,GasA,Ex,Y,SBrkr,100.149434,0.0,0.0,100.149434,1,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1971.0,Fin,2,500,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,4,2010,WD,Normal,149900
1359,160,FV,,2117,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,35.117334,Unf,0.0,35.117334,70.234668,GasA,Ex,Y,SBrkr,71.442407,74.694012,0.0,146.136419,0,0,2,1,3,1,Gd,5,Typ,0,,Detchd,2000.0,Unf,2,440,TA,TA,Y,0.0,2.972896,0.0,0.0,0.0,0,,,,0,6,2010,WD,Normal,177500
1360,20,RL,129.0,16737,Pave,,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,66.0,Gd,TA,PConc,Ex,TA,Av,GLQ,134.430641,Unf,0.0,49.517299,183.94794,GasA,Ex,Y,SBrkr,183.94794,0.0,0.0,183.94794,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2004.0,Fin,3,770,TA,TA,Y,18.023182,4.180635,0.0,0.0,0.0,0,,,,0,9,2006,WD,Normal,315000
1361,70,RL,51.0,9842,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,6,1921,1998,Gable,CompShg,MetalSd,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,56.856636,56.856636,GasA,Ex,Y,SBrkr,91.97397,149.666733,0.0,241.640703,0,0,3,1,4,1,TA,8,Typ,0,,BuiltIn,1998.0,RFn,2,621,TA,TA,Y,17.001249,0.0,27.963803,0.0,0.0,0,,,,0,5,2008,WD,Normal,189000
1362,20,RL,124.0,16158,Pave,,IR1,Low,AllPub,Inside,Mod,StoneBr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,16.0,Gd,TA,PConc,Ex,TA,Av,ALQ,118.358422,Unf,0.0,23.783168,142.14159,GasA,Ex,Y,SBrkr,142.14159,0.0,0.0,142.14159,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2,430,TA,TA,Y,15.607704,3.344508,0.0,0.0,0.0,0,,,,0,6,2009,WD,Normal,260000
1363,50,RL,,12513,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,4,4,1920,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,66.425645,66.425645,GasA,Gd,Y,SBrkr,119.008743,42.456671,0.0,161.465414,0,0,2,0,4,1,TA,7,Typ,1,Gd,Attchd,1920.0,Unf,1,368,TA,TA,Y,5.109665,0.0,0.0,0.0,0.0,0,,,,0,6,2009,WD,Normal,104900
1364,60,RL,73.0,8499,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,57.228248,57.228248,GasA,Ex,Y,SBrkr,57.228248,73.950788,0.0,131.179036,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2007.0,Fin,2,432,TA,TA,Y,0.0,3.344508,0.0,0.0,0.0,0,,,,0,3,2007,New,Partial,156932
1365,160,FV,30.0,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,55.7418,55.7418,GasA,Ex,Y,SBrkr,48.30956,55.7418,7.43224,111.4836,0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2005.0,RFn,2,480,TA,TA,Y,0.0,15.421898,0.0,0.0,0.0,0,,,,0,4,2006,WD,Abnorml,144152
1366,60,FV,,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,49.517299,Unf,0.0,26.105743,75.623042,GasA,Ex,Y,SBrkr,75.623042,79.89658,0.0,155.519622,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2000.0,RFn,2,663,TA,TA,Y,0.0,8.918688,0.0,0.0,0.0,0,,,,0,1,2010,WD,Normal,216000
1367,60,RL,68.0,9179,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,Gd,TA,PConc,Gd,TA,No,GLQ,58.807598999999996,Unf,0.0,22.29672,81.104319,GasA,Ex,Y,SBrkr,81.940446,84.355924,0.0,166.29637,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1999.0,RFn,2,588,TA,TA,Y,0.0,8.175464,0.0,0.0,0.0,0,,,,0,6,2008,WD,Abnorml,193000
1368,160,RM,41.0,2665,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,PConc,TA,TA,No,ALQ,50.910844,Rec,16.072219,3.344508,70.327571,GasA,Ex,Y,SBrkr,85.935275,51.09665,0.0,137.031925,0,0,2,0,4,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,1,336,TA,TA,Y,9.661912,2.415478,0.0,0.0,0.0,0,,,,0,7,2006,WD,Normal,127000
1369,120,RM,,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,63.638555,Unf,0.0,15.143189,78.781744,GasA,Ex,Y,SBrkr,78.781744,0.0,0.0,78.781744,1,0,1,0,1,1,Gd,4,Typ,0,,Attchd,2003.0,Fin,2,420,TA,TA,Y,13.00642,0.0,0.0,0.0,0.0,0,,,,0,6,2009,WD,Normal,144000
1370,20,RL,48.0,10635,Pave,,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,Av,BLQ,34.37411,GLQ,90.301716,29.264445,153.940271,GasA,Ex,Y,SBrkr,154.96220399999999,0.0,0.0,154.96220399999999,1,0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,2003.0,Fin,2,502,TA,TA,Y,0.0,24.340586,0.0,0.0,0.0,0,,,,0,5,2010,WD,Normal,232000
1371,50,RL,90.0,5400,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,,0.0,Fa,TA,PConc,TA,TA,No,ALQ,29.264445,Rec,9.754815,39.01926,78.03852,GasA,Ex,Y,SBrkr,78.03852,49.610202,0.0,127.64872199999999,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1967.0,Fin,1,338,TA,TA,Y,0.0,0.0,18.394794,0.0,0.0,0,,,,0,10,2009,WD,Normal,105000
1372,80,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1996,Hip,CompShg,AsbShng,AsbShng,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,77.202393,Unf,0.0,14.957383,92.159776,GasA,Gd,Y,SBrkr,154.311883,0.0,0.0,154.311883,1,0,1,0,3,1,Gd,8,Typ,1,TA,BuiltIn,1955.0,RFn,1,377,TA,TA,Y,0.0,2.601284,0.0,0.0,16.536734,0,,MnPrv,,0,10,2008,WD,Normal,165500
1373,60,RL,75.0,9750,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,90.580425,Unf,0.0,12.356099,102.936524,GasA,Ex,Y,SBrkr,102.936524,91.881067,0.0,194.817591,1,0,2,1,3,1,Gd,8,Typ,1,TA,Detchd,1998.0,RFn,2,583,TA,TA,Y,23.504459,15.79351,0.0,0.0,0.0,0,,,,0,6,2006,WD,Normal,274300
1374,20,RL,,11400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,10,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,705.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,119.101646,Unf,0.0,125.511953,244.613599,GasA,Ex,Y,SBrkr,244.613599,0.0,0.0,244.613599,1,0,2,1,2,1,Ex,8,Typ,2,Gd,Attchd,2001.0,RFn,3,804,TA,TA,Y,29.171542,13.00642,0.0,0.0,0.0,0,,,,0,3,2007,WD,Normal,466500
1375,60,FV,85.0,10625,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,95.318478,95.318478,GasA,Ex,Y,SBrkr,95.318478,86.585596,0.0,181.904074,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2005.0,Fin,3,936,TA,TA,Y,14.307062,19.50963,0.0,0.0,0.0,0,,,,0,7,2008,WD,Normal,250000
